# Captures																																															
Year, Fleet, Sex, Data																																												
1997	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	2	1	2	1	0	0	0	1	2	1	0	2	3	3	1	0	1	0	0	0	0	0	0	0	0
1998	2	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	1	4	1	3	3	6	1	3	1	5	3	5	0	4	5	1	2	2	1	0	0	0	1	0	0	0
1999	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	2	1	1	0	2	3	1	0	2	5	0	2	4	7	6	5	11	7	9	2	2	3	1	0	0	0	0	0
2000	2	3	0	0	0	0	0	0	0	0	0	1	0	2	2	5	5	2	2	0	1	2	2	2	2	1	0	1	2	2	3	7	3	8	10	7	7	6	2	4	2	1	0	0	0	0	0
2001	2	3	0	0	0	0	0	0	1	0	3	5	12	15	9	15	19	20	19	11	12	10	11	6	4	9	4	2	6	5	5	11	16	19	29	23	22	23	17	8	3	2	1	0	0	0	0
2002	2	3	0	0	0	0	0	0	1	4	13	26	26	29	35	38	45	18	41	34	22	15	15	10	13	11	7	8	3	7	10	14	14	35	32	62	67	54	38	28	15	7	3	1	0	0	0
2003	2	3	0	0	0	0	0	0	0	0	0	1	3	10	13	35	31	33	32	32	12	17	10	14	6	10	11	5	1	6	3	12	19	21	22	30	31	19	19	15	7	1	0	1	0	0	0
2004	2	3	0	0	0	0	0	1	0	4	3	5	11	14	11	24	28	27	28	26	23	25	21	8	7	7	8	7	2	4	5	7	16	17	16	28	32	26	18	12	1	3	1	1	0	1	0
2005	2	3	0	0	0	0	2	0	1	0	0	1	5	5	17	18	14	24	17	22	24	23	16	23	11	9	5	6	5	3	6	8	8	5	15	20	24	20	15	12	6	3	0	0	0	0	0
2006	2	3	0	0	0	0	0	0	0	5	4	15	16	13	15	19	23	29	30	32	35	41	18	20	24	12	15	19	16	7	5	4	16	11	19	29	35	32	22	20	6	6	3	0	2	0	0
2007	2	3	0	0	0	0	0	0	0	0	0	0	1	10	16	24	42	59	67	66	78	66	56	53	64	36	39	29	32	17	17	10	9	11	28	24	28	32	20	13	8	2	1	1	2	0	0
2008	2	3	0	0	0	0	0	0	0	0	0	0	1	12	19	31	42	77	96	87	107	100	92	93	86	62	46	46	30	20	18	14	10	11	15	20	18	18	12	15	3	3	1	0	1	0	0
2009	2	3	0	0	0	0	0	0	0	1	1	0	7	28	56	94	81	91	94	119	113	126	141	136	113	105	90	59	39	42	22	10	17	12	13	19	21	16	17	6	4	1	0	0	1	0	0
2010	2	3	0	0	0	0	0	0	0	2	5	10	19	24	36	63	67	70	86	84	102	106	119	108	90	77	60	35	30	17	13	4	8	13	12	17	14	18	17	6	4	0	0	0	1	0	0
2011	2	3	0	0	0	0	0	0	0	0	0	1	5	10	33	41	60	75	87	101	100	92	93	113	90	74	58	54	30	22	9	8	4	4	3	2	6	6	3	1	2	0	0	0	0	0	0
